membership_type,bike_type,month,week_day,hour_of_day,cumulative_durations,average_duration,total_rides
casual,electric_bike,14,Wednesday,13,669.3,13.9,48
casual,electric_bike,14,Wednesday,14,745.7,13.3,56
casual,electric_bike,14,Wednesday,15,779.2,14.4,54
casual,electric_bike,14,Wednesday,16,983.8,12.8,77
casual,electric_bike,14,Wednesday,17,831.3,11.1,75
casual,electric_bike,14,Wednesday,18,600.4,10.4,58
casual,electric_bike,14,Wednesday,19,412.9,9.0,46
casual,electric_bike,14,Wednesday,20,183.0,9.2,20
casual,electric_bike,14,Wednesday,21,396.1,15.8,25
casual,electric_bike,14,Wednesday,22,285.0,9.8,29
casual,electric_bike,14,Wednesday,23,150.2,15.0,10
member,classic_bike,9,Friday,00,4028.3,11.5,351
member,classic_bike,9,Friday,01,2693.5,13.1,206
member,classic_bike,9,Friday,02,978.6,13.2,74
member,classic_bike,9,Friday,03,768.1,15.4,50
member,classic_bike,9,Friday,04,593.6,9.3,64
member,classic_bike,9,Friday,05,2905.0,9.5,305
member,classic_bike,9,Friday,06,13867.0,12.6,1098
member,classic_bike,9,Friday,07,24485.9,12.6,1948
member,classic_bike,9,Friday,08,26201.4,12.1,2160
member,classic_bike,9,Friday,09,16826.0,12.0,1408
member,classic_bike,9,Friday,10,16994.2,13.3,1274
member,classic_bike,9,Friday,11,19802.9,12.6,1569
member,classic_bike,9,Friday,12,24390.4,12.8,1907
member,classic_bike,9,Friday,13,23175.5,12.6,1836
member,classic_bike,9,Friday,14,23110.0,12.8,1809
member,classic_bike,9,Friday,15,30870.9,13.5,2279
member,classic_bike,9,Friday,16,47747.3,13.8,3451
member,classic_bike,9,Friday,17,54074.4,14.1,3832
member,classic_bike,9,Friday,18,47091.6,14.2,3312
member,classic_bike,9,Friday,19,29369.5,14.0,2100
member,classic_bike,9,Friday,20,17078.5,13.1,1307
member,classic_bike,9,Friday,21,15524.7,14.2,1096
member,classic_bike,9,Friday,22,15370.9,14.6,1050
member,classic_bike,9,Friday,23,11284.4,14.5,776
member,classic_bike,9,Monday,00,2702.2,11.7,231
member,classic_bike,9,Monday,01,1975.1,14.4,137
member,classic_bike,9,Monday,02,961.7,13.9,69
member,classic_bike,9,Monday,03,653.7,12.1,54
member,classic_bike,9,Monday,04,784.5,9.6,82
member,classic_bike,9,Monday,05,2951.9,10.3,286
member,classic_bike,9,Monday,06,11453.2,12.4,923
member,classic_bike,9,Monday,07,22172.7,12.8,1737
member,classic_bike,9,Monday,08,20939.5,11.9,1763
member,classic_bike,9,Monday,09,16552.9,12.5,1329
member,classic_bike,9,Monday,10,16496.3,13.6,1210
member,classic_bike,9,Monday,11,20544.9,13.8,1488
member,classic_bike,9,Monday,12,23439.4,13.1,1796
member,classic_bike,9,Monday,13,23374.0,13.8,1693
member,classic_bike,9,Monday,14,24598.7,14.4,1714
member,classic_bike,9,Monday,15,28387.7,13.9,2048
member,classic_bike,9,Monday,16,40782.0,13.5,3029
member,classic_bike,9,Monday,17,59286.5,14.0,4245
member,classic_bike,9,Monday,18,49277.0,14.2,3475
member,classic_bike,9,Monday,19,29410.9,12.8,2296
member,classic_bike,9,Monday,20,16997.1,12.6,1351
member,classic_bike,9,Monday,21,11511.5,12.1,954
member,classic_bike,9,Monday,22,7185.5,12.6,570
member,classic_bike,9,Monday,23,4377.0,15.5,282
member,classic_bike,9,Saturday,00,7385.4,11.3,655
member,classic_bike,9,Saturday,01,7130.1,13.5,528
member,classic_bike,9,Saturday,02,4606.4,16.5,279
member,classic_bike,9,Saturday,03,2631.7,19.4,136
member,classic_bike,9,Saturday,04,1201.4,14.3,84
member,classic_bike,9,Saturday,05,2488.3,15.2,164
member,classic_bike,9,Saturday,06,6047.7,15.3,394
member,classic_bike,9,Saturday,07,9627.0,14.0,686
member,classic_bike,9,Saturday,08,16674.6,13.8,1208
member,classic_bike,9,Saturday,09,23744.8,14.1,1680
member,classic_bike,9,Saturday,10,31872.4,14.8,2153
member,classic_bike,9,Saturday,11,35249.6,14.7,2406
member,classic_bike,9,Saturday,12,37696.7,14.9,2523
member,classic_bike,9,Saturday,13,37111.0,15.4,2412
member,classic_bike,9,Saturday,14,39581.9,16.3,2426
member,classic_bike,9,Saturday,15,39649.2,15.4,2582
member,classic_bike,9,Saturday,16,37740.8,15.1,2498
member,classic_bike,9,Saturday,17,40019.2,14.9,2681
member,classic_bike,9,Saturday,18,36193.8,15.8,2293
member,classic_bike,9,Saturday,19,25894.0,14.2,1826
member,classic_bike,9,Saturday,20,18877.9,14.1,1340
member,classic_bike,9,Saturday,21,16754.7,15.1,1108
member,classic_bike,9,Saturday,22,17222.3,15.6,1104
member,classic_bike,9,Saturday,23,13430.2,13.6,989
member,classic_bike,9,Sunday,00,10941.1,14.6,748
member,classic_bike,9,Sunday,01,6803.2,14.0,486
member,classic_bike,9,Sunday,02,4384.3,14.7,299
member,classic_bike,9,Sunday,03,2628.2,14.0,188
member,classic_bike,9,Sunday,04,2394.5,19.3,124
member,classic_bike,9,Sunday,05,2103.8,16.6,127
member,classic_bike,9,Sunday,06,5701.1,18.1,315
member,classic_bike,9,Sunday,07,10965.5,19.9,550
member,classic_bike,9,Sunday,08,13781.4,14.8,932
member,classic_bike,9,Sunday,09,23302.9,15.7,1480
member,classic_bike,9,Sunday,10,31182.4,15.3,2035
member,classic_bike,9,Sunday,11,36476.0,15.2,2400
member,classic_bike,9,Sunday,12,39162.3,15.7,2501
member,classic_bike,9,Sunday,13,37918.2,15.9,2388
member,classic_bike,9,Sunday,14,38899.3,16.5,2360
member,classic_bike,9,Sunday,15,43632.2,16.4,2659
member,classic_bike,9,Sunday,16,43759.1,16.5,2659
member,classic_bike,9,Sunday,17,39697.4,15.6,2543
member,classic_bike,9,Sunday,18,37007.3,14.7,2523
member,classic_bike,9,Sunday,19,25476.7,14.9,1714
member,classic_bike,9,Sunday,20,15838.3,13.8,1150
member,classic_bike,9,Sunday,21,10647.9,13.2,808
member,classic_bike,9,Sunday,22,10106.8,13.8,730
member,classic_bike,9,Sunday,23,6197.1,15.7,395
member,classic_bike,9,Thursday,00,3389.3,12.3,275
member,classic_bike,9,Thursday,01,1849.6,15.4,120
member,classic_bike,9,Thursday,02,264.0,7.5,35
member,classic_bike,9,Thursday,03,264.7,8.8,30
member,classic_bike,9,Thursday,04,691.3,9.3,74
member,classic_bike,9,Thursday,05,4787.7,9.5,504
member,classic_bike,9,Thursday,06,20791.3,12.0,1731
member,classic_bike,9,Thursday,07,38488.1,12.3,3139
member,classic_bike,9,Thursday,08,38881.4,11.5,3386
member,classic_bike,9,Thursday,09,22014.8,11.3,1946
member,classic_bike,9,Thursday,10,18203.5,12.0,1515
member,classic_bike,9,Thursday,11,22305.8,11.7,1905
member,classic_bike,9,Thursday,12,26555.7,11.9,2229
member,classic_bike,9,Thursday,13,23897.5,11.8,2022
member,classic_bike,9,Thursday,14,24871.4,12.1,2052
member,classic_bike,9,Thursday,15,33802.8,12.4,2734
member,classic_bike,9,Thursday,16,55696.7,13.1,4253
member,classic_bike,9,Thursday,17,81764.8,13.5,6062
member,classic_bike,9,Thursday,18,69246.4,13.4,5172
member,classic_bike,9,Thursday,19,44440.1,12.9,3446
member,classic_bike,9,Thursday,20,26395.7,12.7,2073
member,classic_bike,9,Thursday,21,23187.1,13.5,1715
member,classic_bike,9,Thursday,22,16080.7,12.1,1333
member,classic_bike,9,Thursday,23,10521.6,12.2,865
member,classic_bike,9,Tuesday,00,1137.4,11.0,103
member,classic_bike,9,Tuesday,01,498.5,10.4,48
member,classic_bike,9,Tuesday,02,426.2,13.3,32
member,classic_bike,9,Tuesday,03,248.5,11.8,21
member,classic_bike,9,Tuesday,04,672.3,13.2,51
member,classic_bike,9,Tuesday,05,3969.8,9.4,421
member,classic_bike,9,Tuesday,06,15119.2,11.7,1291
member,classic_bike,9,Tuesday,07,29216.6,12.0,2440
member,classic_bike,9,Tuesday,08,28718.0,11.6,2482
member,classic_bike,9,Tuesday,09,17237.5,11.7,1469
member,classic_bike,9,Tuesday,10,12490.2,11.6,1079
member,classic_bike,9,Tuesday,11,16075.1,11.7,1378
member,classic_bike,9,Tuesday,12,18474.7,10.9,1694
member,classic_bike,9,Tuesday,13,17185.8,11.0,1568
member,classic_bike,9,Tuesday,14,15932.5,11.5,1380
member,classic_bike,9,Tuesday,15,20538.9,12.2,1683
member,classic_bike,9,Tuesday,16,34760.7,12.2,2842
member,classic_bike,9,Tuesday,17,57263.6,12.9,4422
member,classic_bike,9,Tuesday,18,50891.7,13.5,3782
member,classic_bike,9,Tuesday,19,31325.8,12.8,2442
member,classic_bike,9,Tuesday,20,17017.2,11.6,1469
member,classic_bike,9,Tuesday,21,12890.9,11.4,1130
member,classic_bike,9,Tuesday,22,7964.0,11.1,716
member,classic_bike,9,Tuesday,23,4114.4,11.4,360
member,classic_bike,9,Wednesday,00,2487.8,11.8,210
member,classic_bike,9,Wednesday,01,809.8,12.5,65
member,classic_bike,9,Wednesday,02,456.5,11.4,40
member,classic_bike,9,Wednesday,03,555.7,19.8,28
member,classic_bike,9,Wednesday,04,749.4,9.1,82
member,classic_bike,9,Wednesday,05,5547.3,10.1,550
member,classic_bike,9,Wednesday,06,20777.1,11.8,1761
member,classic_bike,9,Wednesday,07,39908.5,12.1,3286
member,classic_bike,9,Wednesday,08,41513.0,11.8,3515
member,classic_bike,9,Wednesday,09,22079.6,11.2,1979
member,classic_bike,9,Wednesday,10,16569.3,11.6,1425
member,classic_bike,9,Wednesday,11,20597.6,11.6,1770
member,classic_bike,9,Wednesday,12,25501.8,11.3,2266
member,classic_bike,9,Wednesday,13,23566.9,12.1,1946
member,classic_bike,9,Wednesday,14,23941.8,12.0,1996
member,classic_bike,9,Wednesday,15,32228.5,12.3,2626
member,classic_bike,9,Wednesday,16,54847.0,12.9,4242
member,classic_bike,9,Wednesday,17,86634.4,13.4,6452
member,classic_bike,9,Wednesday,18,72387.3,13.6,5319
member,classic_bike,9,Wednesday,19,45589.1,13.0,3513
member,classic_bike,9,Wednesday,20,28598.4,13.4,2131
member,classic_bike,9,Wednesday,21,21103.4,12.5,1695
member,classic_bike,9,Wednesday,22,13784.9,12.2,1132
member,classic_bike,9,Wednesday,23,7676.4,11.9,643
member,classic_bike,10,Friday,00,2836.6,9.2,308
member,classic_bike,10,Friday,01,1922.6,10.8,178
member,classic_bike,10,Friday,02,944.3,11.1,85
member,classic_bike,10,Friday,03,729.6,20.8,35
member,classic_bike,10,Friday,04,476.0,8.1,59
member,classic_bike,10,Friday,05,2825.9,8.5,333
member,classic_bike,10,Friday,06,10871.5,11.7,928
member,classic_bike,10,Friday,07,21875.1,11.9,1835
member,classic_bike,10,Friday,08,23226.7,10.9,2135
member,classic_bike,10,Friday,09,16168.8,11.1,1459
member,classic_bike,10,Friday,10,13800.4,11.7,1183
member,classic_bike,10,Friday,11,17813.6,11.5,1543
member,classic_bike,10,Friday,12,21761.4,12.2,1785
member,classic_bike,10,Friday,13,21999.3,12.0,1831
member,classic_bike,10,Friday,14,19890.1,11.5,1726
member,classic_bike,10,Friday,15,23749.7,12.4,1915
member,classic_bike,10,Friday,16,34912.3,12.3,2840
member,classic_bike,10,Friday,17,46314.1,12.8,3616
member,classic_bike,10,Friday,18,37622.3,12.7,2952
member,classic_bike,10,Friday,19,22648.0,11.6,1958
member,classic_bike,10,Friday,20,15331.5,11.9,1291
member,classic_bike,10,Friday,21,13283.9,11.5,1159
member,classic_bike,10,Friday,22,10546.7,12.0,880
member,classic_bike,10,Friday,23,9382.7,11.9,786
member,classic_bike,10,Monday,00,1483.1,11.4,130
member,classic_bike,10,Monday,01,333.9,9.0,37
member,classic_bike,10,Monday,02,333.3,10.4,32
member,classic_bike,10,Monday,03,230.8,9.6,24
member,classic_bike,10,Monday,04,374.2,10.1,37
member,classic_bike,10,Monday,05,2439.4,9.2,265
member,classic_bike,10,Monday,06,9996.5,12.9,776
member,classic_bike,10,Monday,07,17341.9,11.5,1511
member,classic_bike,10,Monday,08,19290.3,11.1,1740
member,classic_bike,10,Monday,09,10369.3,11.0,946
member,classic_bike,10,Monday,10,11320.7,13.0,873
member,classic_bike,10,Monday,11,13109.3,11.4,1154
member,classic_bike,10,Monday,12,15838.8,11.1,1426
member,classic_bike,10,Monday,13,13687.6,10.8,1265
member,classic_bike,10,Monday,14,11281.0,11.0,1027
member,classic_bike,10,Monday,15,14332.4,11.4,1252
member,classic_bike,10,Monday,16,25993.9,12.2,2134
member,classic_bike,10,Monday,17,39434.9,12.8,3082
member,classic_bike,10,Monday,18,27478.4,11.8,2333
member,classic_bike,10,Monday,19,14972.1,10.5,1422
member,classic_bike,10,Monday,20,11202.6,11.7,961
member,classic_bike,10,Monday,21,6747.5,10.0,678
member,classic_bike,10,Monday,22,3693.2,9.7,379
member,classic_bike,10,Monday,23,2647.8,11.8,224
member,classic_bike,10,Saturday,00,9519.6,14.2,672
member,classic_bike,10,Saturday,01,8316.6,16.0,521
member,classic_bike,10,Saturday,02,3985.5,13.2,303
member,classic_bike,10,Saturday,03,3350.6,21.1,159
member,classic_bike,10,Saturday,04,851.5,9.7,88
member,classic_bike,10,Saturday,05,1486.6,13.2,113
member,classic_bike,10,Saturday,06,4573.5,14.2,323
member,classic_bike,10,Saturday,07,8591.1,12.7,679
member,classic_bike,10,Saturday,08,15332.6,12.4,1236
member,classic_bike,10,Saturday,09,24017.8,13.5,1776
member,classic_bike,10,Saturday,10,33122.7,13.9,2388
member,classic_bike,10,Saturday,11,38662.8,13.9,2779
member,classic_bike,10,Saturday,12,41238.8,14.2,2902
member,classic_bike,10,Saturday,13,44290.8,15.6,2838
member,classic_bike,10,Saturday,14,44086.0,15.1,2910
member,classic_bike,10,Saturday,15,38627.7,14.5,2668
member,classic_bike,10,Saturday,16,36756.6,14.7,2492
member,classic_bike,10,Saturday,17,37686.8,14.6,2574
member,classic_bike,10,Saturday,18,29630.8,12.9,2297
member,classic_bike,10,Saturday,19,22130.5,12.4,1791
member,classic_bike,10,Saturday,20,15573.5,12.4,1259
member,classic_bike,10,Saturday,21,12561.7,12.3,1020
member,classic_bike,10,Saturday,22,12426.7,13.2,940
member,classic_bike,10,Saturday,23,10824.4,12.1,893
member,classic_bike,10,Sunday,00,9495.6,13.9,683
member,classic_bike,10,Sunday,01,7673.0,13.1,587
member,classic_bike,10,Sunday,02,4939.0,13.7,360
member,classic_bike,10,Sunday,03,3199.0,13.2,242
member,classic_bike,10,Sunday,04,1362.5,14.0,97
member,classic_bike,10,Sunday,05,1252.6,10.9,115
member,classic_bike,10,Sunday,06,4399.0,14.6,302
member,classic_bike,10,Sunday,07,7820.3,14.3,548
member,classic_bike,10,Sunday,08,13081.7,13.3,980
member,classic_bike,10,Sunday,09,22471.7,14.9,1505
member,classic_bike,10,Sunday,10,31334.2,15.8,1980
member,classic_bike,10,Sunday,11,31705.7,14.0,2267
member,classic_bike,10,Sunday,12,30633.0,14.2,2164
member,classic_bike,10,Sunday,13,28532.9,14.0,2034
member,classic_bike,10,Sunday,14,29548.2,14.5,2034
member,classic_bike,10,Sunday,15,35420.7,14.6,2423
member,classic_bike,10,Sunday,16,34269.0,15.4,2232
member,classic_bike,10,Sunday,17,29142.6,14.1,2068
member,classic_bike,10,Sunday,18,25894.1,13.1,1975
member,classic_bike,10,Sunday,19,16377.6,13.2,1243
member,classic_bike,10,Sunday,20,11183.3,12.3,909
member,classic_bike,10,Sunday,21,7748.7,11.9,651
member,classic_bike,10,Sunday,22,5902.5,13.8,427
member,classic_bike,10,Sunday,23,4149.1,14.2,292
member,classic_bike,10,Thursday,00,2223.0,11.1,200
member,classic_bike,10,Thursday,01,1365.4,17.5,78
member,classic_bike,10,Thursday,02,130.1,10.0,13
member,classic_bike,10,Thursday,03,125.6,9.0,14
member,classic_bike,10,Thursday,04,437.3,12.9,34
member,classic_bike,10,Thursday,05,2494.0,8.6,291
member,classic_bike,10,Thursday,06,7145.5,10.6,671
member,classic_bike,10,Thursday,07,15071.0,10.8,1398
member,classic_bike,10,Thursday,08,20918.1,10.4,2008
member,classic_bike,10,Thursday,09,11617.7,9.7,1198
member,classic_bike,10,Thursday,10,10458.9,11.4,914
member,classic_bike,10,Thursday,11,11206.3,10.6,1055
member,classic_bike,10,Thursday,12,11029.1,9.6,1149
member,classic_bike,10,Thursday,13,10279.7,9.6,1066
member,classic_bike,10,Thursday,14,11121.8,11.1,1006
member,classic_bike,10,Thursday,15,16123.6,11.0,1466
member,classic_bike,10,Thursday,16,27601.9,12.0,2308
member,classic_bike,10,Thursday,17,36502.6,12.4,2936
member,classic_bike,10,Thursday,18,28747.9,11.8,2433
member,classic_bike,10,Thursday,19,19105.7,11.7,1636
member,classic_bike,10,Thursday,20,10802.5,11.2,966
member,classic_bike,10,Thursday,21,9452.3,10.9,868
member,classic_bike,10,Thursday,22,8984.6,11.5,779
member,classic_bike,10,Thursday,23,4970.1,13.0,383
member,classic_bike,10,Tuesday,00,897.9,10.4,86
member,classic_bike,10,Tuesday,01,657.1,17.3,38
member,classic_bike,10,Tuesday,02,274.9,16.2,17
member,classic_bike,10,Tuesday,03,144.3,7.6,19
member,classic_bike,10,Tuesday,04,535.4,10.7,50
member,classic_bike,10,Tuesday,05,3280.4,8.7,378
member,classic_bike,10,Tuesday,06,11427.5,11.3,1015
member,classic_bike,10,Tuesday,07,26236.0,11.5,2285
member,classic_bike,10,Tuesday,08,28572.2,11.2,2559
member,classic_bike,10,Tuesday,09,15700.2,10.8,1450
member,classic_bike,10,Tuesday,10,10978.2,11.1,990
member,classic_bike,10,Tuesday,11,14637.4,11.8,1244
member,classic_bike,10,Tuesday,12,17313.0,11.4,1515
member,classic_bike,10,Tuesday,13,15722.5,10.8,1453
member,classic_bike,10,Tuesday,14,17884.3,13.0,1375
member,classic_bike,10,Tuesday,15,21487.4,11.6,1848
member,classic_bike,10,Tuesday,16,35411.5,12.5,2827
member,classic_bike,10,Tuesday,17,53959.8,12.4,4342
member,classic_bike,10,Tuesday,18,42338.9,12.4,3428
member,classic_bike,10,Tuesday,19,26501.2,12.1,2196
member,classic_bike,10,Tuesday,20,16170.4,11.7,1383
member,classic_bike,10,Tuesday,21,12469.5,11.5,1085
member,classic_bike,10,Tuesday,22,7515.5,11.0,683
member,classic_bike,10,Tuesday,23,3393.5,10.9,310
member,classic_bike,10,Wednesday,00,1546.4,11.5,135
member,classic_bike,10,Wednesday,01,872.1,13.4,65
member,classic_bike,10,Wednesday,02,218.5,10.9,20
member,classic_bike,10,Wednesday,03,231.7,13.6,17
member,classic_bike,10,Wednesday,04,305.6,9.0,34
member,classic_bike,10,Wednesday,05,2823.3,8.7,324
member,classic_bike,10,Wednesday,06,12731.5,11.1,1147
member,classic_bike,10,Wednesday,07,24978.9,11.4,2198
member,classic_bike,10,Wednesday,08,29594.5,10.9,2710
member,classic_bike,10,Wednesday,09,18880.1,12.9,1463
member,classic_bike,10,Wednesday,10,15229.1,13.2,1158
member,classic_bike,10,Wednesday,11,15711.3,12.1,1301
member,classic_bike,10,Wednesday,12,18636.9,11.6,1612
member,classic_bike,10,Wednesday,13,17115.3,11.1,1538
member,classic_bike,10,Wednesday,14,14080.4,11.3,1251
member,classic_bike,10,Wednesday,15,19261.5,11.9,1620
member,classic_bike,10,Wednesday,16,35155.4,13.0,2706
member,classic_bike,10,Wednesday,17,50403.4,12.5,4018
member,classic_bike,10,Wednesday,18,39425.5,12.1,3251
member,classic_bike,10,Wednesday,19,22441.2,11.2,2001
member,classic_bike,10,Wednesday,20,15878.7,11.8,1349
member,classic_bike,10,Wednesday,21,11295.4,11.0,1028
member,classic_bike,10,Wednesday,22,8147.3,11.6,700
member,classic_bike,10,Wednesday,23,4970.0,13.4,370
member,classic_bike,11,Friday,00,1006.5,9.3,108
member,classic_bike,11,Friday,01,654.7,9.6,68
member,classic_bike,11,Friday,02,309.3,10.3,30
member,classic_bike,11,Friday,03,201.3,8.8,23
member,classic_bike,11,Friday,04,174.7,7.3,24
member,classic_bike,11,Friday,05,1256.8,8.0,157
member,classic_bike,11,Friday,06,4306.6,10.3,419
member,classic_bike,11,Friday,07,8015.6,10.5,766
member,classic_bike,11,Friday,08,10867.0,10.8,1010
member,classic_bike,11,Friday,09,6640.4,9.7,687
member,classic_bike,11,Friday,10,6977.1,11.0,634
member,classic_bike,11,Friday,11,6998.1,10.2,687
member,classic_bike,11,Friday,12,9054.2,11.5,785
member,classic_bike,11,Friday,13,10910.3,12.8,853
member,classic_bike,11,Friday,14,9550.2,10.5,912
member,classic_bike,11,Friday,15,11307.8,11.6,978
member,classic_bike,11,Friday,16,14714.4,11.8,1250
member,classic_bike,11,Friday,17,14985.2,11.5,1308
member,classic_bike,11,Friday,18,11720.0,11.0,1064
member,classic_bike,11,Friday,19,8322.5,12.0,691
member,classic_bike,11,Friday,20,5468.1,10.4,525
member,classic_bike,11,Friday,21,3806.8,11.2,341
member,classic_bike,11,Friday,22,3612.7,11.6,312
member,classic_bike,11,Friday,23,3371.4,13.4,252
member,classic_bike,11,Monday,00,963.1,11.6,83
member,classic_bike,11,Monday,01,245.5,7.9,31
member,classic_bike,11,Monday,02,164.7,10.3,16
member,classic_bike,11,Monday,03,204.5,12.0,17
member,classic_bike,11,Monday,04,402.2,10.1,40
member,classic_bike,11,Monday,05,2531.3,8.7,291
member,classic_bike,11,Monday,06,9406.7,10.8,868
member,classic_bike,11,Monday,07,18885.1,12.3,1533
member,classic_bike,11,Monday,08,20026.0,10.5,1901
member,classic_bike,11,Monday,09,11085.9,10.7,1036
member,classic_bike,11,Monday,10,8767.7,11.1,787
member,classic_bike,11,Monday,11,11463.8,11.5,1001
member,classic_bike,11,Monday,12,12098.1,10.9,1115
member,classic_bike,11,Monday,13,11651.5,10.8,1074
member,classic_bike,11,Monday,14,13811.6,12.6,1094
member,classic_bike,11,Monday,15,18971.6,12.7,1499
member,classic_bike,11,Monday,16,25558.9,12.4,2053
member,classic_bike,11,Monday,17,31793.5,12.2,2602
member,classic_bike,11,Monday,18,21333.7,11.3,1894
member,classic_bike,11,Monday,19,13456.7,10.9,1239
member,classic_bike,11,Monday,20,10669.4,12.2,877
member,classic_bike,11,Monday,21,5977.8,10.3,580
member,classic_bike,11,Monday,22,3983.1,11.3,352
member,classic_bike,11,Monday,23,1906.7,9.3,205
member,classic_bike,11,Saturday,00,2040.9,10.3,198
member,classic_bike,11,Saturday,01,2150.7,13.7,157
member,classic_bike,11,Saturday,02,979.3,9.2,107
member,classic_bike,11,Saturday,03,601.1,8.5,71
member,classic_bike,11,Saturday,04,326.8,9.6,34
member,classic_bike,11,Saturday,05,389.8,12.2,32
member,classic_bike,11,Saturday,06,1170.0,10.2,115
member,classic_bike,11,Saturday,07,3146.8,12.0,262
member,classic_bike,11,Saturday,08,5009.1,10.9,460
member,classic_bike,11,Saturday,09,8008.5,11.5,697
member,classic_bike,11,Saturday,10,11087.8,12.0,922
member,classic_bike,11,Saturday,11,13320.7,12.9,1036
member,classic_bike,11,Saturday,12,15989.5,13.4,1190
member,classic_bike,11,Saturday,13,16387.1,13.9,1181
member,classic_bike,11,Saturday,14,16868.1,13.5,1254
member,classic_bike,11,Saturday,15,18680.1,14.3,1302
member,classic_bike,11,Saturday,16,15744.4,13.4,1177
member,classic_bike,11,Saturday,17,13790.3,12.9,1072
member,classic_bike,11,Saturday,18,9895.0,11.8,840
member,classic_bike,11,Saturday,19,7642.4,11.6,658
member,classic_bike,11,Saturday,20,5168.9,12.2,425
member,classic_bike,11,Saturday,21,4537.7,11.8,386
member,classic_bike,11,Saturday,22,3829.1,12.9,296
member,classic_bike,11,Saturday,23,2706.7,10.8,251
member,classic_bike,11,Sunday,00,2538.1,11.3,224
member,classic_bike,11,Sunday,01,2283.0,11.8,193
member,classic_bike,11,Sunday,02,900.8,10.2,88
member,classic_bike,11,Sunday,03,388.6,10.8,36
member,classic_bike,11,Sunday,04,351.3,8.4,42
member,classic_bike,11,Sunday,05,571.8,12.2,47
member,classic_bike,11,Sunday,06,1689.1,12.6,134
member,classic_bike,11,Sunday,07,2591.0,11.5,226
member,classic_bike,11,Sunday,08,4351.6,11.6,376
member,classic_bike,11,Sunday,09,8226.4,11.6,712
member,classic_bike,11,Sunday,10,10874.3,12.3,883
member,classic_bike,11,Sunday,11,14677.8,13.3,1107
member,classic_bike,11,Sunday,12,16148.9,13.2,1221
member,classic_bike,11,Sunday,13,18072.3,14.8,1220
member,classic_bike,11,Sunday,14,17473.0,13.9,1258
member,classic_bike,11,Sunday,15,17653.0,14.0,1263
member,classic_bike,11,Sunday,16,16013.3,13.4,1197
member,classic_bike,11,Sunday,17,10547.3,12.4,852
member,classic_bike,11,Sunday,18,6944.0,10.9,636
member,classic_bike,11,Sunday,19,4944.0,10.5,472
member,classic_bike,11,Sunday,20,3578.3,10.4,344
member,classic_bike,11,Sunday,21,2823.1,10.3,275
member,classic_bike,11,Sunday,22,1932.9,10.6,182
member,classic_bike,11,Sunday,23,1033.4,10.5,98
member,classic_bike,11,Thursday,00,1159.7,10.4,112
member,classic_bike,11,Thursday,01,1122.2,17.5,64
member,classic_bike,11,Thursday,02,455.5,16.3,28
member,classic_bike,11,Thursday,03,338.7,13.0,26
member,classic_bike,11,Thursday,04,326.1,10.2,32
member,classic_bike,11,Thursday,05,1529.9,9.1,169
member,classic_bike,11,Thursday,06,5414.4,10.9,499
member,classic_bike,11,Thursday,07,10657.1,10.6,1004
member,classic_bike,11,Thursday,08,11247.3,11.1,1012
member,classic_bike,11,Thursday,09,6771.6,10.5,648
member,classic_bike,11,Thursday,10,5470.7,10.4,528
member,classic_bike,11,Thursday,11,8537.1,12.7,670
member,classic_bike,11,Thursday,12,7485.6,10.1,743
member,classic_bike,11,Thursday,13,7357.7,10.2,721
member,classic_bike,11,Thursday,14,6687.3,10.5,636
member,classic_bike,11,Thursday,15,10351.1,10.3,1003
member,classic_bike,11,Thursday,16,14422.9,11.5,1254
member,classic_bike,11,Thursday,17,19201.7,11.2,1712
member,classic_bike,11,Thursday,18,16498.0,13.1,1257
member,classic_bike,11,Thursday,19,8875.9,10.5,842
member,classic_bike,11,Thursday,20,5995.6,10.4,576
member,classic_bike,11,Thursday,21,5260.6,11.8,445
member,classic_bike,11,Thursday,22,2891.4,9.7,298
member,classic_bike,11,Thursday,23,1632.4,9.0,182
member,classic_bike,11,Tuesday,00,794.7,9.5,84
member,classic_bike,11,Tuesday,01,206.1,7.6,27
member,classic_bike,11,Tuesday,02,152.7,11.7,13
member,classic_bike,11,Tuesday,03,59.3,8.5,7
member,classic_bike,11,Tuesday,04,380.2,10.0,38
member,classic_bike,11,Tuesday,05,2625.2,8.6,305
member,classic_bike,11,Tuesday,06,9215.5,10.3,898
member,classic_bike,11,Tuesday,07,20941.2,11.6,1805
member,classic_bike,11,Tuesday,08,25136.6,11.2,2238
member,classic_bike,11,Tuesday,09,12264.2,10.9,1129
member,classic_bike,11,Tuesday,10,9134.3,10.1,906
member,classic_bike,11,Tuesday,11,12096.3,11.9,1016
member,classic_bike,11,Tuesday,12,13130.5,10.2,1289
member,classic_bike,11,Tuesday,13,12325.4,10.2,1207
member,classic_bike,11,Tuesday,14,12063.1,10.7,1132
member,classic_bike,11,Tuesday,15,18640.7,11.1,1676
member,classic_bike,11,Tuesday,16,28477.0,11.8,2411
member,classic_bike,11,Tuesday,17,34943.0,11.9,2926
member,classic_bike,11,Tuesday,18,23004.7,10.7,2146
member,classic_bike,11,Tuesday,19,14388.6,10.3,1399
member,classic_bike,11,Tuesday,20,10021.0,9.9,1017
member,classic_bike,11,Tuesday,21,6734.6,10.2,660
member,classic_bike,11,Tuesday,22,4460.3,11.0,407
member,classic_bike,11,Tuesday,23,2522.2,10.7,236
member,classic_bike,11,Wednesday,00,1065.5,10.7,100
