membership_type,bike_type,month,week_day,hour_of_day,cumulative_durations,average_duration,total_rides
casual,classic_bike,9,Friday,00,10139.1,22.4,452
casual,classic_bike,9,Friday,01,5468.5,22.1,247
casual,classic_bike,9,Friday,02,2330.4,17.0,137
casual,classic_bike,9,Friday,03,974.2,16.5,59
casual,classic_bike,9,Friday,04,2012.1,49.1,41
casual,classic_bike,9,Friday,05,1842.0,17.2,107
casual,classic_bike,9,Friday,06,7539.5,23.1,326
casual,classic_bike,9,Friday,07,10054.3,19.5,515
casual,classic_bike,9,Friday,08,13431.4,19.4,691
casual,classic_bike,9,Friday,09,17928.3,24.8,722
casual,classic_bike,9,Friday,10,25539.5,29.9,853
casual,classic_bike,9,Friday,11,35047.3,28.8,1219
casual,classic_bike,9,Friday,12,37286.3,24.4,1526
casual,classic_bike,9,Friday,13,41265.6,26.8,1541
casual,classic_bike,9,Friday,14,35700.2,24.4,1465
casual,classic_bike,9,Friday,15,43265.9,24.7,1753
casual,classic_bike,9,Friday,16,54479.0,22.9,2379
casual,classic_bike,9,Friday,17,67042.2,22.6,2967
casual,classic_bike,9,Friday,18,60848.9,22.0,2760
casual,classic_bike,9,Friday,19,35862.2,20.3,1769
casual,classic_bike,9,Friday,20,21054.6,18.5,1136
casual,classic_bike,9,Friday,21,24585.4,20.9,1174
casual,classic_bike,9,Friday,22,29534.2,22.6,1305
casual,classic_bike,9,Friday,23,21486.8,20.0,1073
casual,classic_bike,9,Monday,00,9716.2,24.2,402
casual,classic_bike,9,Monday,01,5196.1,22.2,234
casual,classic_bike,9,Monday,02,4446.5,27.3,163
casual,classic_bike,9,Monday,03,3573.7,27.1,132
casual,classic_bike,9,Monday,04,3179.7,25.2,126
casual,classic_bike,9,Monday,05,1609.2,14.4,112
casual,classic_bike,9,Monday,06,4597.0,19.4,237
casual,classic_bike,9,Monday,07,6335.7,15.2,416
casual,classic_bike,9,Monday,08,12182.1,22.6,538
casual,classic_bike,9,Monday,09,19879.4,28.2,705
casual,classic_bike,9,Monday,10,26720.8,29.7,900
casual,classic_bike,9,Monday,11,36461.2,29.9,1219
casual,classic_bike,9,Monday,12,48907.6,30.4,1610
casual,classic_bike,9,Monday,13,51807.2,32.6,1590
casual,classic_bike,9,Monday,14,48093.9,30.4,1581
casual,classic_bike,9,Monday,15,53523.3,30.8,1737
casual,classic_bike,9,Monday,16,51034.5,25.6,1991
casual,classic_bike,9,Monday,17,62985.1,25.7,2448
casual,classic_bike,9,Monday,18,49181.7,22.5,2188
casual,classic_bike,9,Monday,19,31099.8,21.5,1447
casual,classic_bike,9,Monday,20,19215.6,21.3,901
casual,classic_bike,9,Monday,21,14030.4,21.9,640
casual,classic_bike,9,Monday,22,9871.0,18.9,523
casual,classic_bike,9,Monday,23,5839.9,21.3,274
casual,classic_bike,9,Saturday,00,20991.5,21.3,984
casual,classic_bike,9,Saturday,01,17273.3,20.1,861
casual,classic_bike,9,Saturday,02,8022.5,18.1,444
casual,classic_bike,9,Saturday,03,4146.5,19.2,216
casual,classic_bike,9,Saturday,04,2328.9,21.8,107
casual,classic_bike,9,Saturday,05,1637.1,17.6,93
casual,classic_bike,9,Saturday,06,4642.3,24.3,191
casual,classic_bike,9,Saturday,07,8638.5,22.4,385
casual,classic_bike,9,Saturday,08,22848.6,26.4,867
casual,classic_bike,9,Saturday,09,41660.1,27.9,1491
casual,classic_bike,9,Saturday,10,60942.5,28.0,2176
casual,classic_bike,9,Saturday,11,78444.7,28.5,2749
casual,classic_bike,9,Saturday,12,92372.4,29.7,3114
casual,classic_bike,9,Saturday,13,94032.1,28.6,3284
casual,classic_bike,9,Saturday,14,102557.5,30.9,3321
casual,classic_bike,9,Saturday,15,103653.1,28.7,3606
casual,classic_bike,9,Saturday,16,90404.2,26.6,3394
casual,classic_bike,9,Saturday,17,87158.9,26.3,3311
casual,classic_bike,9,Saturday,18,74718.3,24.1,3097
casual,classic_bike,9,Saturday,19,57554.2,25.0,2302
casual,classic_bike,9,Saturday,20,36466.5,23.8,1533
casual,classic_bike,9,Saturday,21,30275.6,22.1,1373
casual,classic_bike,9,Saturday,22,43231.3,23.4,1846
casual,classic_bike,9,Saturday,23,44437.8,25.3,1753
casual,classic_bike,9,Sunday,00,31585.1,23.0,1374
casual,classic_bike,9,Sunday,01,20523.1,22.9,898
casual,classic_bike,9,Sunday,02,15496.1,25.9,599
casual,classic_bike,9,Sunday,03,5017.8,18.8,267
casual,classic_bike,9,Sunday,04,5125.4,26.4,194
casual,classic_bike,9,Sunday,05,4232.6,37.1,114
casual,classic_bike,9,Sunday,06,7020.2,37.5,187
casual,classic_bike,9,Sunday,07,13011.6,37.0,352
casual,classic_bike,9,Sunday,08,19884.4,31.9,623
casual,classic_bike,9,Sunday,09,40468.6,32.2,1257
casual,classic_bike,9,Sunday,10,64467.8,29.7,2174
casual,classic_bike,9,Sunday,11,84570.1,27.9,3029
casual,classic_bike,9,Sunday,12,92277.2,31.1,2971
casual,classic_bike,9,Sunday,13,99225.2,30.9,3210
casual,classic_bike,9,Sunday,14,100779.1,31.0,3255
casual,classic_bike,9,Sunday,15,110504.9,31.0,3568
casual,classic_bike,9,Sunday,16,93288.2,28.0,3330
casual,classic_bike,9,Sunday,17,85128.7,27.5,3093
casual,classic_bike,9,Sunday,18,68389.6,25.7,2656
casual,classic_bike,9,Sunday,19,44048.7,23.8,1848
casual,classic_bike,9,Sunday,20,29729.9,24.7,1204
casual,classic_bike,9,Sunday,21,27563.1,25.4,1086
casual,classic_bike,9,Sunday,22,21205.4,20.3,1045
casual,classic_bike,9,Sunday,23,15012.2,25.2,596
casual,classic_bike,9,Thursday,00,4995.7,18.0,278
casual,classic_bike,9,Thursday,01,2416.3,19.5,124
casual,classic_bike,9,Thursday,02,1957.9,33.2,59
casual,classic_bike,9,Thursday,03,2297.3,42.5,54
casual,classic_bike,9,Thursday,04,1003.2,23.3,43
casual,classic_bike,9,Thursday,05,2227.7,14.0,159
casual,classic_bike,9,Thursday,06,6019.1,14.4,418
casual,classic_bike,9,Thursday,07,11524.5,14.8,777
casual,classic_bike,9,Thursday,08,13194.5,14.4,914
casual,classic_bike,9,Thursday,09,14549.9,20.9,696
casual,classic_bike,9,Thursday,10,17029.4,23.6,722
casual,classic_bike,9,Thursday,11,23771.8,25.3,940
casual,classic_bike,9,Thursday,12,27783.9,25.6,1084
casual,classic_bike,9,Thursday,13,27616.3,25.1,1099
casual,classic_bike,9,Thursday,14,30014.1,25.2,1192
casual,classic_bike,9,Thursday,15,31231.5,23.1,1353
casual,classic_bike,9,Thursday,16,43663.2,22.2,1965
casual,classic_bike,9,Thursday,17,67095.1,20.3,3300
casual,classic_bike,9,Thursday,18,66847.6,20.4,3279
casual,classic_bike,9,Thursday,19,43196.8,18.6,2318
casual,classic_bike,9,Thursday,20,28183.1,18.9,1493
casual,classic_bike,9,Thursday,21,28266.1,20.5,1382
casual,classic_bike,9,Thursday,22,26178.1,18.0,1452
casual,classic_bike,9,Thursday,23,23176.2,22.2,1043
casual,classic_bike,9,Tuesday,00,4023.1,34.4,117
casual,classic_bike,9,Tuesday,01,2898.9,39.2,74
casual,classic_bike,9,Tuesday,02,880.4,23.2,38
casual,classic_bike,9,Tuesday,03,1017.0,37.7,27
casual,classic_bike,9,Tuesday,04,385.8,14.3,27
casual,classic_bike,9,Tuesday,05,1001.7,11.8,85
casual,classic_bike,9,Tuesday,06,3968.3,13.3,298
casual,classic_bike,9,Tuesday,07,7461.1,13.3,561
casual,classic_bike,9,Tuesday,08,10109.7,16.6,608
casual,classic_bike,9,Tuesday,09,9910.5,18.8,527
casual,classic_bike,9,Tuesday,10,11901.3,22.8,522
casual,classic_bike,9,Tuesday,11,15009.5,23.4,642
casual,classic_bike,9,Tuesday,12,18045.5,22.4,806
casual,classic_bike,9,Tuesday,13,17286.4,22.2,779
casual,classic_bike,9,Tuesday,14,16839.5,23.3,724
casual,classic_bike,9,Tuesday,15,17570.6,23.5,748
casual,classic_bike,9,Tuesday,16,21080.1,20.3,1036
casual,classic_bike,9,Tuesday,17,31814.6,18.1,1754
casual,classic_bike,9,Tuesday,18,35772.6,18.8,1900
casual,classic_bike,9,Tuesday,19,24210.3,18.9,1282
casual,classic_bike,9,Tuesday,20,16830.1,19.0,886
casual,classic_bike,9,Tuesday,21,11333.6,15.9,711
casual,classic_bike,9,Tuesday,22,12459.7,22.9,544
casual,classic_bike,9,Tuesday,23,8110.7,21.9,371
casual,classic_bike,9,Wednesday,00,4324.0,24.0,180
casual,classic_bike,9,Wednesday,01,1430.0,16.3,88
casual,classic_bike,9,Wednesday,02,1399.6,34.1,41
casual,classic_bike,9,Wednesday,03,554.8,18.5,30
casual,classic_bike,9,Wednesday,04,386.1,11.0,35
casual,classic_bike,9,Wednesday,05,2155.7,17.0,127
casual,classic_bike,9,Wednesday,06,5052.6,13.6,372
casual,classic_bike,9,Wednesday,07,11915.7,15.0,792
casual,classic_bike,9,Wednesday,08,12833.7,14.7,871
casual,classic_bike,9,Wednesday,09,13846.9,18.9,734
casual,classic_bike,9,Wednesday,10,15892.5,23.8,669
casual,classic_bike,9,Wednesday,11,21444.4,23.7,905
casual,classic_bike,9,Wednesday,12,24407.3,23.9,1023
casual,classic_bike,9,Wednesday,13,24806.6,23.9,1040
casual,classic_bike,9,Wednesday,14,29594.2,27.1,1092
casual,classic_bike,9,Wednesday,15,30951.3,23.1,1340
casual,classic_bike,9,Wednesday,16,37555.3,21.4,1756
casual,classic_bike,9,Wednesday,17,64580.7,20.7,3127
casual,classic_bike,9,Wednesday,18,65069.8,20.9,3115
casual,classic_bike,9,Wednesday,19,43533.3,20.2,2157
casual,classic_bike,9,Wednesday,20,29658.1,21.4,1385
casual,classic_bike,9,Wednesday,21,20697.1,16.8,1231
casual,classic_bike,9,Wednesday,22,17446.5,18.2,956
casual,classic_bike,9,Wednesday,23,11457.9,21.0,546
casual,classic_bike,10,Friday,00,4363.1,21.1,207
casual,classic_bike,10,Friday,01,3424.0,22.2,154
casual,classic_bike,10,Friday,02,1313.5,25.3,52
casual,classic_bike,10,Friday,03,666.5,19.0,35
casual,classic_bike,10,Friday,04,364.1,12.1,30
casual,classic_bike,10,Friday,05,1558.9,23.3,67
casual,classic_bike,10,Friday,06,2377.7,13.7,173
casual,classic_bike,10,Friday,07,4732.3,12.8,371
casual,classic_bike,10,Friday,08,10004.2,21.3,470
casual,classic_bike,10,Friday,09,10311.6,23.1,446
casual,classic_bike,10,Friday,10,16957.4,28.6,592
casual,classic_bike,10,Friday,11,19451.9,25.0,779
casual,classic_bike,10,Friday,12,21222.6,25.6,830
casual,classic_bike,10,Friday,13,22971.7,26.1,881
casual,classic_bike,10,Friday,14,25451.3,26.8,950
casual,classic_bike,10,Friday,15,24038.9,23.8,1009
casual,classic_bike,10,Friday,16,31533.9,25.1,1255
casual,classic_bike,10,Friday,17,39591.2,23.3,1700
casual,classic_bike,10,Friday,18,30977.4,19.3,1602
casual,classic_bike,10,Friday,19,21753.8,18.9,1150
casual,classic_bike,10,Friday,20,14457.3,18.5,780
casual,classic_bike,10,Friday,21,14350.7,19.3,742
casual,classic_bike,10,Friday,22,12106.5,17.2,703
casual,classic_bike,10,Friday,23,12691.4,19.7,643
casual,classic_bike,10,Monday,00,2708.2,18.7,145
casual,classic_bike,10,Monday,01,1979.9,38.8,51
casual,classic_bike,10,Monday,02,424.2,17.0,25
casual,classic_bike,10,Monday,03,828.3,26.7,31
casual,classic_bike,10,Monday,04,309.4,10.3,30
casual,classic_bike,10,Monday,05,574.5,13.1,44
casual,classic_bike,10,Monday,06,1725.3,13.6,127
casual,classic_bike,10,Monday,07,3828.9,15.4,248
casual,classic_bike,10,Monday,08,5499.1,17.0,324
casual,classic_bike,10,Monday,09,9663.6,30.4,318
casual,classic_bike,10,Monday,10,13247.9,30.3,437
casual,classic_bike,10,Monday,11,16094.5,26.1,616
casual,classic_bike,10,Monday,12,17841.1,27.5,649
casual,classic_bike,10,Monday,13,18816.3,28.0,671
casual,classic_bike,10,Monday,14,11864.5,25.4,468
casual,classic_bike,10,Monday,15,11594.2,25.7,451
casual,classic_bike,10,Monday,16,14873.4,23.0,648
casual,classic_bike,10,Monday,17,16876.5,20.6,821
casual,classic_bike,10,Monday,18,13833.0,19.5,708
casual,classic_bike,10,Monday,19,6826.2,16.4,416
casual,classic_bike,10,Monday,20,5570.2,17.9,312
casual,classic_bike,10,Monday,21,4659.8,16.4,284
casual,classic_bike,10,Monday,22,2701.6,13.8,196
casual,classic_bike,10,Monday,23,2400.6,18.6,129
casual,classic_bike,10,Saturday,00,13251.6,20.5,645
casual,classic_bike,10,Saturday,01,15369.2,22.4,687
casual,classic_bike,10,Saturday,02,8402.7,22.9,367
casual,classic_bike,10,Saturday,03,3996.5,26.1,153
casual,classic_bike,10,Saturday,04,2000.9,31.8,63
casual,classic_bike,10,Saturday,05,868.2,18.1,48
casual,classic_bike,10,Saturday,06,2645.2,21.9,121
casual,classic_bike,10,Saturday,07,3811.8,17.2,222
casual,classic_bike,10,Saturday,08,14082.1,26.1,540
casual,classic_bike,10,Saturday,09,30797.0,27.0,1139
casual,classic_bike,10,Saturday,10,49938.7,28.8,1733
casual,classic_bike,10,Saturday,11,63972.6,28.9,2216
casual,classic_bike,10,Saturday,12,82653.0,30.5,2709
casual,classic_bike,10,Saturday,13,82837.5,29.7,2785
casual,classic_bike,10,Saturday,14,86337.9,30.1,2867
casual,classic_bike,10,Saturday,15,75555.0,27.8,2720
casual,classic_bike,10,Saturday,16,59176.8,27.0,2190
casual,classic_bike,10,Saturday,17,56876.4,26.1,2177
casual,classic_bike,10,Saturday,18,34062.7,19.2,1778
casual,classic_bike,10,Saturday,19,21294.8,17.0,1253
casual,classic_bike,10,Saturday,20,17857.4,18.9,943
casual,classic_bike,10,Saturday,21,20125.7,22.1,909
casual,classic_bike,10,Saturday,22,18891.5,20.4,926
casual,classic_bike,10,Saturday,23,20156.7,20.5,984
casual,classic_bike,10,Sunday,00,17388.9,21.5,807
casual,classic_bike,10,Sunday,01,16013.6,23.4,683
casual,classic_bike,10,Sunday,02,10616.5,22.9,464
casual,classic_bike,10,Sunday,03,5241.6,24.4,215
casual,classic_bike,10,Sunday,04,2834.2,22.5,126
casual,classic_bike,10,Sunday,05,1945.2,20.3,96
casual,classic_bike,10,Sunday,06,5234.2,25.4,206
casual,classic_bike,10,Sunday,07,14064.9,41.9,336
casual,classic_bike,10,Sunday,08,26158.0,38.7,676
casual,classic_bike,10,Sunday,09,40793.2,33.7,1210
casual,classic_bike,10,Sunday,10,56110.8,31.3,1793
casual,classic_bike,10,Sunday,11,62004.6,28.1,2210
casual,classic_bike,10,Sunday,12,55962.7,29.0,1929
casual,classic_bike,10,Sunday,13,51075.7,27.3,1868
casual,classic_bike,10,Sunday,14,53756.8,27.3,1966
casual,classic_bike,10,Sunday,15,63242.7,26.6,2382
casual,classic_bike,10,Sunday,16,48586.0,25.9,1878
casual,classic_bike,10,Sunday,17,38453.8,25.1,1535
casual,classic_bike,10,Sunday,18,27586.9,21.2,1302
casual,classic_bike,10,Sunday,19,15684.3,20.8,754
casual,classic_bike,10,Sunday,20,11179.7,23.2,482
casual,classic_bike,10,Sunday,21,11168.0,21.4,523
casual,classic_bike,10,Sunday,22,12812.9,26.5,484
casual,classic_bike,10,Sunday,23,6156.5,25.9,238
casual,classic_bike,10,Thursday,00,2341.9,21.9,107
casual,classic_bike,10,Thursday,01,1413.5,36.2,39
casual,classic_bike,10,Thursday,02,256.7,15.1,17
casual,classic_bike,10,Thursday,03,250.8,12.5,20
casual,classic_bike,10,Thursday,04,467.5,26.0,18
casual,classic_bike,10,Thursday,05,698.3,11.3,62
casual,classic_bike,10,Thursday,06,1192.8,12.2,98
casual,classic_bike,10,Thursday,07,2774.7,12.4,224
casual,classic_bike,10,Thursday,08,4886.2,13.5,361
casual,classic_bike,10,Thursday,09,4594.6,16.4,280
casual,classic_bike,10,Thursday,10,7286.1,25.4,287
casual,classic_bike,10,Thursday,11,6639.8,19.9,334
casual,classic_bike,10,Thursday,12,6959.3,19.5,356
casual,classic_bike,10,Thursday,13,6901.4,20.5,336
casual,classic_bike,10,Thursday,14,7202.4,19.2,376
casual,classic_bike,10,Thursday,15,11508.1,25.0,460
casual,classic_bike,10,Thursday,16,12860.0,20.3,633
casual,classic_bike,10,Thursday,17,16338.9,18.9,865
casual,classic_bike,10,Thursday,18,15561.0,18.8,827
casual,classic_bike,10,Thursday,19,10726.6,17.2,622
casual,classic_bike,10,Thursday,20,7162.9,18.9,378
casual,classic_bike,10,Thursday,21,6047.4,15.2,399
casual,classic_bike,10,Thursday,22,8017.8,19.9,402
casual,classic_bike,10,Thursday,23,4350.2,17.5,248
casual,classic_bike,10,Tuesday,00,1227.4,25.0,49
casual,classic_bike,10,Tuesday,01,1351.8,28.8,47
casual,classic_bike,10,Tuesday,02,192.6,14.8,13
casual,classic_bike,10,Tuesday,03,132.5,9.5,14
casual,classic_bike,10,Tuesday,04,215.5,13.5,16
casual,classic_bike,10,Tuesday,05,1226.7,19.2,64
casual,classic_bike,10,Tuesday,06,2057.1,13.4,154
casual,classic_bike,10,Tuesday,07,4867.3,13.7,355
casual,classic_bike,10,Tuesday,08,6741.2,14.6,461
casual,classic_bike,10,Tuesday,09,8121.4,20.6,394
casual,classic_bike,10,Tuesday,10,9009.3,24.5,368
casual,classic_bike,10,Tuesday,11,10789.3,24.0,450
casual,classic_bike,10,Tuesday,12,12338.5,25.4,486
casual,classic_bike,10,Tuesday,13,14087.8,26.2,537
casual,classic_bike,10,Tuesday,14,10707.4,23.0,466
casual,classic_bike,10,Tuesday,15,12059.8,21.8,552
casual,classic_bike,10,Tuesday,16,19562.6,24.6,794
casual,classic_bike,10,Tuesday,17,26682.5,20.8,1284
casual,classic_bike,10,Tuesday,18,21583.3,19.5,1109
casual,classic_bike,10,Tuesday,19,10930.2,15.2,721
casual,classic_bike,10,Tuesday,20,7881.3,16.2,487
casual,classic_bike,10,Tuesday,21,8684.1,20.4,425
casual,classic_bike,10,Tuesday,22,6531.0,18.8,347
casual,classic_bike,10,Tuesday,23,2822.5,15.9,177
casual,classic_bike,10,Wednesday,00,2926.8,29.0,101
casual,classic_bike,10,Wednesday,01,917.5,18.4,50
casual,classic_bike,10,Wednesday,02,218.7,12.2,18
casual,classic_bike,10,Wednesday,03,320.8,18.9,17
casual,classic_bike,10,Wednesday,04,128.0,9.1,14
casual,classic_bike,10,Wednesday,05,1122.4,18.4,61
casual,classic_bike,10,Wednesday,06,1551.9,11.4,136
casual,classic_bike,10,Wednesday,07,6229.9,16.3,382
casual,classic_bike,10,Wednesday,08,7132.5,14.8,482
casual,classic_bike,10,Wednesday,09,7115.0,20.3,350
casual,classic_bike,10,Wednesday,10,10195.2,26.8,381
casual,classic_bike,10,Wednesday,11,10445.7,21.1,495
casual,classic_bike,10,Wednesday,12,12318.9,24.6,500
casual,classic_bike,10,Wednesday,13,12664.0,24.9,508
casual,classic_bike,10,Wednesday,14,9087.9,21.3,426
casual,classic_bike,10,Wednesday,15,11365.6,23.3,487
casual,classic_bike,10,Wednesday,16,15373.2,22.0,700
casual,classic_bike,10,Wednesday,17,21313.5,19.6,1088
casual,classic_bike,10,Wednesday,18,17344.3,16.8,1030
casual,classic_bike,10,Wednesday,19,12238.5,17.1,714
casual,classic_bike,10,Wednesday,20,7876.3,15.6,504
casual,classic_bike,10,Wednesday,21,6277.8,16.1,391
casual,classic_bike,10,Wednesday,22,6183.5,16.8,369
casual,classic_bike,10,Wednesday,23,4658.8,20.5,227
casual,classic_bike,11,Friday,00,413.1,12.5,33
casual,classic_bike,11,Friday,01,259.7,11.8,22
casual,classic_bike,11,Friday,02,424.2,17.0,25
casual,classic_bike,11,Friday,03,172.9,13.3,13
casual,classic_bike,11,Friday,04,56.6,5.7,10
casual,classic_bike,11,Friday,05,101.9,7.8,13
casual,classic_bike,11,Friday,06,760.2,13.6,56
casual,classic_bike,11,Friday,07,1018.3,11.3,90
casual,classic_bike,11,Friday,08,1651.1,13.9,119
casual,classic_bike,11,Friday,09,2121.5,17.0,125
casual,classic_bike,11,Friday,10,4446.0,23.5,189
casual,classic_bike,11,Friday,11,4171.8,22.8,183
casual,classic_bike,11,Friday,12,6238.0,25.0,250
casual,classic_bike,11,Friday,13,6055.9,22.5,269
casual,classic_bike,11,Friday,14,5512.6,20.6,268
casual,classic_bike,11,Friday,15,6831.8,23.0,297
casual,classic_bike,11,Friday,16,6297.5,19.6,321
casual,classic_bike,11,Friday,17,5462.1,17.0,321
casual,classic_bike,11,Friday,18,5069.6,16.4,310
casual,classic_bike,11,Friday,19,4068.8,16.1,253
casual,classic_bike,11,Friday,20,3214.2,20.5,157
casual,classic_bike,11,Friday,21,2484.2,20.0,124
casual,classic_bike,11,Friday,22,7147.2,51.8,138
casual,classic_bike,11,Friday,23,2008.6,15.2,132
casual,classic_bike,11,Monday,00,658.0,16.0,41
casual,classic_bike,11,Monday,01,277.1,14.6,19
casual,classic_bike,11,Monday,02,320.0,22.9,14
casual,classic_bike,11,Monday,03,49.8,8.3,6
casual,classic_bike,11,Monday,04,201.6,15.5,13
casual,classic_bike,11,Monday,05,758.6,21.1,36
casual,classic_bike,11,Monday,06,805.2,10.9,74
casual,classic_bike,11,Monday,07,1576.6,10.9,145
casual,classic_bike,11,Monday,08,3707.1,17.2,216
casual,classic_bike,11,Monday,09,2638.3,16.1,164
casual,classic_bike,11,Monday,10,5454.3,24.9,219
casual,classic_bike,11,Monday,11,5100.8,22.8,224
casual,classic_bike,11,Monday,12,8036.8,27.9,288
casual,classic_bike,11,Monday,13,5538.7,22.9,242
casual,classic_bike,11,Monday,14,5710.6,21.8,262
casual,classic_bike,11,Monday,15,8563.9,25.0,343
casual,classic_bike,11,Monday,16,6541.5,19.5,336
casual,classic_bike,11,Monday,17,7792.9,18.2,428
casual,classic_bike,11,Monday,18,5448.4,15.3,356
casual,classic_bike,11,Monday,19,3239.1,13.3,243
casual,classic_bike,11,Monday,20,4838.5,23.6,205
casual,classic_bike,11,Monday,21,2604.1,15.6,167
casual,classic_bike,11,Monday,22,2729.2,24.6,111
casual,classic_bike,11,Monday,23,776.0,10.9,71
casual,classic_bike,11,Saturday,00,2811.2,24.4,115
casual,classic_bike,11,Saturday,01,2225.6,23.2,96
casual,classic_bike,11,Saturday,02,1357.8,22.6,60
casual,classic_bike,11,Saturday,03,805.1,15.8,51
casual,classic_bike,11,Saturday,04,95.5,9.6,10
casual,classic_bike,11,Saturday,05,182.8,12.2,15
casual,classic_bike,11,Saturday,06,538.2,19.2,28
casual,classic_bike,11,Saturday,07,665.4,13.3,50
casual,classic_bike,11,Saturday,08,1555.5,18.1,86
casual,classic_bike,11,Saturday,09,3573.8,18.7,191
casual,classic_bike,11,Saturday,10,7031.5,20.3,346
casual,classic_bike,11,Saturday,11,11920.3,25.6,465
casual,classic_bike,11,Saturday,12,12639.2,24.8,509
casual,classic_bike,11,Saturday,13,16598.7,27.2,611
casual,classic_bike,11,Saturday,14,17546.6,24.2,726
casual,classic_bike,11,Saturday,15,16497.4,22.9,721
casual,classic_bike,11,Saturday,16,17486.5,25.4,689
casual,classic_bike,11,Saturday,17,11955.5,21.9,545
casual,classic_bike,11,Saturday,18,9818.1,22.5,437
casual,classic_bike,11,Saturday,19,5506.9,18.5,297
casual,classic_bike,11,Saturday,20,3624.2,18.3,198
casual,classic_bike,11,Saturday,21,2962.3,15.7,189
casual,classic_bike,11,Saturday,22,3719.5,21.0,177
casual,classic_bike,11,Saturday,23,2996.0,18.7,160
casual,classic_bike,11,Sunday,00,3771.4,23.7,159
casual,classic_bike,11,Sunday,01,2447.2,16.8,146
casual,classic_bike,11,Sunday,02,1022.7,14.6,70
casual,classic_bike,11,Sunday,03,1454.6,39.3,37
casual,classic_bike,11,Sunday,04,253.8,15.9,16
casual,classic_bike,11,Sunday,05,913.9,43.5,21
casual,classic_bike,11,Sunday,06,1319.6,18.9,70
casual,classic_bike,11,Sunday,07,902.1,18.8,48
casual,classic_bike,11,Sunday,08,3033.9,28.4,107
casual,classic_bike,11,Sunday,09,5304.6,23.6,225
casual,classic_bike,11,Sunday,10,9509.8,26.3,361
casual,classic_bike,11,Sunday,11,13754.7,28.0,491
casual,classic_bike,11,Sunday,12,14855.7,25.4,586
casual,classic_bike,11,Sunday,13,18964.9,29.7,639
casual,classic_bike,11,Sunday,14,18302.2,29.9,613
casual,classic_bike,11,Sunday,15,21136.9,26.8,790
casual,classic_bike,11,Sunday,16,11757.3,23.7,496
casual,classic_bike,11,Sunday,17,7766.7,24.2,321
casual,classic_bike,11,Sunday,18,4407.1,20.9,211
casual,classic_bike,11,Sunday,19,2574.7,16.5,156
casual,classic_bike,11,Sunday,20,1993.8,17.3,115
casual,classic_bike,11,Sunday,21,1889.0,19.7,96
casual,classic_bike,11,Sunday,22,1117.5,16.4,68
casual,classic_bike,11,Sunday,23,778.1,15.9,49
casual,classic_bike,11,Thursday,00,635.2,16.7,38
casual,classic_bike,11,Thursday,01,597.8,18.7,32
casual,classic_bike,11,Thursday,02,1074.4,32.6,33
casual,classic_bike,11,Thursday,03,146.6,11.3,13
casual,classic_bike,11,Thursday,04,192.2,13.7,14
casual,classic_bike,11,Thursday,05,217.6,10.4,21
casual,classic_bike,11,Thursday,06,1570.9,24.9,63
casual,classic_bike,11,Thursday,07,1170.4,10.3,114
casual,classic_bike,11,Thursday,08,1640.7,13.0,126
casual,classic_bike,11,Thursday,09,1491.3,15.7,95
casual,classic_bike,11,Thursday,10,3414.3,28.5,120
casual,classic_bike,11,Thursday,11,2895.2,20.1,144
casual,classic_bike,11,Thursday,12,4500.8,23.0,196
casual,classic_bike,11,Thursday,13,4558.4,25.8,177
casual,classic_bike,11,Thursday,14,3979.9,21.6,184
casual,classic_bike,11,Thursday,15,5349.4,25.0,214
casual,classic_bike,11,Thursday,16,4410.2,17.6,251
casual,classic_bike,11,Thursday,17,4403.6,16.2,272
casual,classic_bike,11,Thursday,18,3684.3,12.5,295
casual,classic_bike,11,Thursday,19,2563.5,14.2,180
casual,classic_bike,11,Thursday,20,2402.3,16.5,146
casual,classic_bike,11,Thursday,21,1442.9,11.4,127
casual,classic_bike,11,Thursday,22,1063.7,10.0,106
casual,classic_bike,11,Thursday,23,1199.9,19.4,62
casual,classic_bike,11,Tuesday,00,407.7,12.4,33
casual,classic_bike,11,Tuesday,01,187.4,17.0,11
casual,classic_bike,11,Tuesday,02,73.4,10.5,7
casual,classic_bike,11,Tuesday,03,68.5,13.7,5
casual,classic_bike,11,Tuesday,04,53.6,8.9,6
casual,classic_bike,11,Tuesday,05,380.9,10.0,38
casual,classic_bike,11,Tuesday,06,734.8,9.7,76
casual,classic_bike,11,Tuesday,07,2514.1,13.0,193
casual,classic_bike,11,Tuesday,08,2477.3,12.0,206
casual,classic_bike,11,Tuesday,09,3243.7,17.9,181
casual,classic_bike,11,Tuesday,10,3915.1,21.4,183
casual,classic_bike,11,Tuesday,11,5870.9,25.2,233
casual,classic_bike,11,Tuesday,12,6910.2,25.4,272
casual,classic_bike,11,Tuesday,13,4824.0,20.8,232
casual,classic_bike,11,Tuesday,14,4739.1,19.3,245
casual,classic_bike,11,Tuesday,15,5963.4,19.0,314
casual,classic_bike,11,Tuesday,16,7992.4,22.8,351
casual,classic_bike,11,Tuesday,17,7566.1,16.9,448
casual,classic_bike,11,Tuesday,18,5955.9,14.2,420
casual,classic_bike,11,Tuesday,19,3671.8,14.2,259
casual,classic_bike,11,Tuesday,20,2905.0,16.2,179
casual,classic_bike,11,Tuesday,21,2439.1,14.3,170
casual,classic_bike,11,Tuesday,22,1424.7,14.4,99
casual,classic_bike,11,Tuesday,23,1137.8,16.0,71
